"Group.1" "timeBodyAcc-Mean-X" "timeBodyAcc-Mean-Y" "timeBodyAcc-Mean-Z" "timeBodyAcc-StdDev-X" "timeBodyAcc-StdDev-Y" "timeBodyAcc-StdDev-Z" "timeGravityAcc-Mean-X" "timeGravityAcc-Mean-Y" "timeGravityAcc-Mean-Z" "timeGravityAcc-StdDev-X" "timeGravityAcc-StdDev-Y" "timeGravityAcc-StdDev-Z" "timeBodyAccJerk-Mean-X" "timeBodyAccJerk-Mean-Y" "timeBodyAccJerk-Mean-Z" "timeBodyAccJerk-StdDev-X" "timeBodyAccJerk-StdDev-Y" "timeBodyAccJerk-StdDev-Z" "timeBodyGyro-Mean-X" "timeBodyGyro-Mean-Y" "timeBodyGyro-Mean-Z" "timeBodyGyro-StdDev-X" "timeBodyGyro-StdDev-Y" "timeBodyGyro-StdDev-Z" "timeBodyGyroJerk-Mean-X" "timeBodyGyroJerk-Mean-Y" "timeBodyGyroJerk-Mean-Z" "timeBodyGyroJerk-StdDev-X" "timeBodyGyroJerk-StdDev-Y" "timeBodyGyroJerk-StdDev-Z" "timeBodyAccMagnitude-Mean" "timeBodyAccMagnitude-StdDev" "timeGravityAccMagnitude-Mean" "timeGravityAccMagnitude-StdDev" "timeBodyAccJerkMagnitude-Mean" "timeBodyAccJerkMagnitude-StdDev" "timeBodyGyroMagnitude-Mean" "timeBodyGyroMagnitude-StdDev" "timeBodyGyroJerkMagnitude-Mean" "timeBodyGyroJerkMagnitude-StdDev" "freqBodyAcc-Mean-X" "freqBodyAcc-Mean-Y" "freqBodyAcc-Mean-Z" "freqBodyAcc-StdDev-X" "freqBodyAcc-StdDev-Y" "freqBodyAcc-StdDev-Z" "freqBodyAccJerk-Mean-X" "freqBodyAccJerk-Mean-Y" "freqBodyAccJerk-Mean-Z" "freqBodyAccJerk-StdDev-X" "freqBodyAccJerk-StdDev-Y" "freqBodyAccJerk-StdDev-Z" "freqBodyGyro-Mean-X" "freqBodyGyro-Mean-Y" "freqBodyGyro-Mean-Z" "freqBodyGyro-StdDev-X" "freqBodyGyro-StdDev-Y" "freqBodyGyro-StdDev-Z" "freqBodyAccMagnitude-Mean" "freqBodyAccMagnitude-StdDev" "freqBodyAccJerkMagnitude-Mean" "freqBodyAccJerkMagnitude-StdDev" "freqBodyGyroMagnitude-Mean" "freqBodyGyroMagnitude-StdDev" "freqBodyGyroJerkMagnitude-Mean" "freqBodyGyroJerkMagnitude-StdDev"
"11" 12 0.271326909450658 -0.0137543251302533 -0.109600596808553 -0.571576804648026 -0.514450075991447 -0.591000836191776 0.661137135394737 0.140421095534737 0.0820681505529178 -0.955230527664474 -0.951894924549342 -0.920602461743421 0.0871999050940789 0.00373887730471053 -0.0130580100862171 -0.610168232916776 -0.597304485924342 -0.781953315940789 -0.0244659491713487 -0.0863437273115132 0.10536670842235 -0.711113221071382 -0.62717907285921 -0.659662599954145 -0.105743786788158 -0.0452339876467434 -0.0513736482592105 -0.736478050296053 -0.798365305460526 -0.738694851875 -0.520644457694276 -0.562463538459658 -0.520644457694276 -0.562463538459658 -0.638954145508553 -0.603111490827632 -0.574462199198684 -0.647377426370132 -0.767799728782895 -0.802348086677632 -0.579087577758882 -0.527737997482434 -0.665216854182993 -0.569963325705263 -0.538878063056316 -0.585268558300658 -0.628577036709868 -0.614693186625 -0.757024919483553 -0.626669953252434 -0.60632192625625 -0.806139309835526 -0.666166566391118 -0.686047413226974 -0.63983814410921 -0.726986175786184 -0.600589179542763 -0.698084907210526 -0.563457609108553 -0.631183561411184 -0.594398541170724 -0.618521136740132 -0.691676078848684 -0.679555348207237 -0.80080404430921 -0.818767792401316
"12" 13 0.267317613362416 -0.0214391974748322 -0.100359929112752 -0.530397790274497 -0.517301409239262 -0.602852115729027 0.683363189194631 -0.0513583385001678 0.180776950830201 -0.955616211728188 -0.948135148288591 -0.921702299634228 0.0815894360486577 0.0097871891259396 -0.00505095072681208 -0.568138108996644 -0.613245159465235 -0.77807039116443 -0.0599065329937248 -0.0650019285409396 0.0898781081462752 -0.726122428278523 -0.661026340302013 -0.688416579572483 -0.0821614944211409 -0.0505330286221477 -0.0546380735422148 -0.748054454127517 -0.816406311342282 -0.76479733102349 -0.495308526269799 -0.545243865875839 -0.495308526269799 -0.545243865875839 -0.621361981632081 -0.584203600248322 -0.592993864677181 -0.658714766681208 -0.789107953791946 -0.80991604090604 -0.552429715924497 -0.546486882358054 -0.680139215920134 -0.523818630250671 -0.535371247109731 -0.601004758998322 -0.59273479919094 -0.628800818797685 -0.759159311833221 -0.581532094228859 -0.623016459560906 -0.795797265637584 -0.681846702493322 -0.719565898365772 -0.67201867960906 -0.742487525100671 -0.63828013704396 -0.723213206846309 -0.54389830323557 -0.61941845277953 -0.577613554291611 -0.595753059218121 -0.709553451748322 -0.686880068654362 -0.810844792114094 -0.822467013154362
"13" 14 0.275189577977273 -0.0198336954788312 -0.105457059 -0.572149089079221 -0.442689643200974 -0.63041465486526 0.675765165876623 -0.0314882763679545 0.146660421698052 -0.960884669857143 -0.949213615194805 -0.943059241305195 0.0807818097176299 0.0107484059774026 -0.00525697100451299 -0.599835676046429 -0.545018201411299 -0.761808758668831 -0.0485319507862662 -0.062080319025974 0.0900714416319481 -0.691683816018506 -0.693750178857143 -0.64926348961039 -0.0778862766483766 -0.0395196371077922 -0.0575440826742208 -0.695489574454545 -0.784247112977273 -0.725850612681818 -0.515463909620455 -0.556447447397403 -0.515463909620455 -0.556447447397403 -0.612766468788961 -0.581415769280747 -0.585619977571429 -0.651339347967532 -0.74709099512987 -0.766076323665584 -0.592843932274675 -0.476855512612468 -0.67078666299026 -0.565472891291558 -0.461463383664286 -0.638850394432792 -0.622870914484416 -0.574594030381493 -0.741537792964286 -0.612285491429221 -0.543988332816916 -0.781089668474026 -0.63015498704448 -0.708623029275974 -0.637026651461039 -0.712975540152597 -0.689204682529221 -0.687443072597403 -0.548093342446429 -0.631610986512987 -0.579093066584091 -0.587621373387175 -0.690209214451299 -0.688519095644805 -0.768163261707792 -0.780241100295455
"14" 15 0.270320762237785 -0.0200110329867638 -0.111934317993485 -0.587476203667752 -0.415076551368534 -0.547919046966026 0.641260026742671 -0.131452437360912 0.0667478723043648 -0.963452147068404 -0.951708318501629 -0.948783668859935 0.0746731457288925 0.00616969602237785 -0.000393679333094462 -0.638280263837134 -0.573491633368078 -0.749827311693811 -0.0554703787267101 -0.0731497057198697 0.088626804686645 -0.723910755979153 -0.604434002622964 -0.570587072198697 -0.0854424301662117 -0.0422750888648208 -0.0554867651651466 -0.72585042928013 -0.769613638762215 -0.716348786589577 -0.497251665030619 -0.560254168321173 -0.497251665030619 -0.560254168321173 -0.634588736644951 -0.615755452016612 -0.546160649504886 -0.605187183294267 -0.746660956775244 -0.767835142931596 -0.608692798976873 -0.468256737474919 -0.625780585555375 -0.580408116785016 -0.427008437843322 -0.544674845995309 -0.647002522556971 -0.596629930358958 -0.725141105309446 -0.662189536244625 -0.577481672027687 -0.773318583452769 -0.664926954390554 -0.652180807758958 -0.575930474641694 -0.743746617964169 -0.584270799536775 -0.610556139289902 -0.565635210931596 -0.626307939886971 -0.607759497798697 -0.628683867866124 -0.649942999148534 -0.644099929576547 -0.76428798895114 -0.790115396123778
"15" 16 0.277020331289389 -0.0184059881057878 -0.10930584654373 -0.613042372878135 -0.401891219553762 -0.490383102028939 0.639002469549839 -0.167131748922186 -0.0592407745592605 -0.96494879488746 -0.95303147829582 -0.93939687492283 0.0828075903471543 0.00377215584405145 -0.00222273007636977 -0.632554936762058 -0.572916213396431 -0.716265353913183 -0.0290753778140836 -0.0739280667921543 0.0675081190236334 -0.686421707726688 -0.50600032522508 -0.520680090640514 -0.0947166832176849 -0.0429071329436656 -0.0463959830919614 -0.72114662266881 -0.7169548634791 -0.714140598022508 -0.495926729518006 -0.540919033902251 -0.495926729518006 -0.540919033902251 -0.615578144534727 -0.608329929841801 -0.471653396800643 -0.533515030807074 -0.70474908695209 -0.726273320345659 -0.613861523820257 -0.462311077397781 -0.571564953161093 -0.613315703890675 -0.412091031200804 -0.490680201861672 -0.644594300690675 -0.590036618718971 -0.690987022653376 -0.653216134995219 -0.583811878237492 -0.740448885080386 -0.653441181807074 -0.578886376617203 -0.563945404589068 -0.699374975305466 -0.474317998990675 -0.555182755720257 -0.535513397762862 -0.616664342630225 -0.594099638226688 -0.630250603790225 -0.588153379584566 -0.580472577241801 -0.721401475436978 -0.753228328268489
"16" 17 0.278481843536977 -0.0181611825838264 -0.105283831440514 -0.596673736601608 -0.504582700006109 -0.525965385202572 0.720619769839228 0.048136038170418 -0.0550889434519614 -0.968538176173633 -0.957917091318328 -0.93851264659164 0.070613618411254 0.00919287814840193 -0.00339983611353698 -0.619693641853569 -0.610354622986817 -0.734057541247524 -0.00566831301099678 -0.0845414543694534 0.0880090260264309 -0.731082613720257 -0.66225568277492 -0.596748947707396 -0.109218584663344 -0.0455271509350482 -0.0585338356498392 -0.793173471414791 -0.804061190038585 -0.709753276639228 -0.531015538479614 -0.545985233735498 -0.531015538479614 -0.545985233735498 -0.629360297171704 -0.609930214144341 -0.585304451315402 -0.657225243417042 -0.780432493270096 -0.799190828684887 -0.601023169331511 -0.526900598766559 -0.597602856021543 -0.59574983524164 -0.525131758338907 -0.526276185451125 -0.641416060555949 -0.623330330173633 -0.708387703750804 -0.631260055785691 -0.623423515302251 -0.759124955945659 -0.704608207347267 -0.700396704459807 -0.59033281362701 -0.741775118337621 -0.645541335321479 -0.636968728441158 -0.539207836379421 -0.621790724761736 -0.598756170755788 -0.62822636988746 -0.698745158265273 -0.691943406846045 -0.793789695473826 -0.821639921276527
"17" 18 0.270753919581538 -0.0140774568514462 -0.110675626196923 -0.582143468584615 -0.4986347842148 -0.604712492713231 0.675902573390769 0.032117775196 -0.0591462925687077 -0.9639102608 -0.956673189772308 -0.947144030215385 0.0770756032910769 0.00916293283859077 0.00656378231119077 -0.646238726492308 -0.592305118407077 -0.760087572636923 -0.0233182900420308 -0.0683617408876923 0.0794087882207692 -0.719890249104615 -0.732007241569231 -0.666598101704615 -0.0997921343280308 -0.0402123039752308 -0.0502186062963077 -0.765570715784615 -0.815368687815385 -0.777099332584615 -0.526009245381538 -0.590113994 -0.526009245381538 -0.590113994 -0.651527459755292 -0.620122060887077 -0.623455508526462 -0.711963499283077 -0.794671810615385 -0.812052619353846 -0.624192339836923 -0.531471620358369 -0.662710926649231 -0.567462707907692 -0.514119456138462 -0.606916426727385 -0.672413916035692 -0.623780913015077 -0.744435088993846 -0.651072010298462 -0.586086367246369 -0.774409072892308 -0.696530425288923 -0.7523702572 -0.68029337392 -0.729879494283077 -0.722862123507692 -0.694056517153846 -0.597037972412308 -0.65054981252 -0.628785320533231 -0.612968343094769 -0.747148666615385 -0.741141189424615 -0.819459426307692 -0.816723820707692
"18" 19 0.275439077298193 -0.0175600710675602 -0.110529767097711 -0.575429554620874 -0.570318190460542 -0.616784703533133 0.696292819183735 0.026824045563253 -0.0340688639474096 -0.96783682873494 -0.956680350060241 -0.946050345963855 0.078523373740994 0.0100070751553916 -0.00481914286594879 -0.655142947560241 -0.673128818581325 -0.779252704768373 -0.0268379789213494 -0.0703540482552349 0.0890768732948795 -0.785761868978916 -0.753934502620482 -0.70608989862741 -0.105802498333886 -0.0443199613553313 -0.0510047086393373 -0.808442421656626 -0.831862715722892 -0.813246114939759 -0.543607933164428 -0.58865452608012 -0.543607933164428 -0.58865452608012 -0.674220893457831 -0.672752191311145 -0.679271940772289 -0.742128912518072 -0.819693387138554 -0.838265972228916 -0.610797760746084 -0.594634603442651 -0.669130054264217 -0.56323428108759 -0.585919523836446 -0.619742140996988 -0.680419144066265 -0.688322364903614 -0.760109173587349 -0.660064436772229 -0.678947132435542 -0.797121584746988 -0.751857018835542 -0.766319708554217 -0.715390716204819 -0.797887686990964 -0.750238528554217 -0.730982397924699 -0.596777988235843 -0.64879560979247 -0.665968075230271 -0.683851547258133 -0.769199608825301 -0.769379188909639 -0.833845022289157 -0.856250901686747
"19" 20 0.271156682006079 -0.0161500489665584 -0.100954411054407 -0.557007847152006 -0.507707657487295 -0.599721269399696 0.764052468714286 -0.0816906603495441 0.10339584623465 -0.954108380182371 -0.955605686291793 -0.925433265021277 0.0865847770121581 0.00619014382683441 -0.0133308940133739 -0.613470370548906 -0.641724091346505 -0.753201635710334 -0.0152534868525228 -0.0848828152805471 0.0829565207877508 -0.667478199483891 -0.673746675470243 -0.663450455705471 -0.0968385751696657 -0.0417766942459544 -0.0594236118211246 -0.709550776959574 -0.789206562269301 -0.753614883124316 -0.515157525490395 -0.551444032119666 -0.515157525490395 -0.551444032119666 -0.635698387179331 -0.639354891125532 -0.573061292181611 -0.634189400730699 -0.757337915972036 -0.787826672569605 -0.600633972874559 -0.553367605214346 -0.653742321817629 -0.542599012327052 -0.517215965910334 -0.606116648777508 -0.645907847774043 -0.661687669967477 -0.734168958890578 -0.614971999911854 -0.644209753067477 -0.770990103649514 -0.618206997050152 -0.698289357544985 -0.65143277508304 -0.685506917070395 -0.665304992413374 -0.699778068911854 -0.558873160878328 -0.620900001434043 -0.630257488420426 -0.653508480398176 -0.686004583654407 -0.665116786444073 -0.783551751908815 -0.809274512601824
"20" 21 0.278213536047222 -0.0183970783941944 -0.115029482672222 -0.675596856256944 -0.521473080497222 -0.681709010539722 0.699676461322222 0.0404999777111111 -0.104728203668056 -0.967855942111111 -0.96045742 -0.937042564916667 0.0781697093566389 0.00930734199788611 5.53588563055559e-05 -0.679206880240556 -0.617961400736944 -0.789637204166667 -0.0252237340852778 -0.0743339246453611 0.0838940395088889 -0.733239232558333 -0.68121863687 -0.687929755141667 -0.0926243259997222 -0.0437446126903333 -0.0557903868091667 -0.751449810537222 -0.7757755624 -0.7541981934825 -0.611488501837683 -0.644745181294444 -0.611488501837683 -0.644745181294444 -0.676849848275278 -0.671800983653056 -0.626913958649444 -0.679304064124722 -0.765119954627778 -0.777495520386667 -0.677683707660028 -0.5525759004 -0.714032215898056 -0.675716121293333 -0.53614153969875 -0.689806818180833 -0.693319561363056 -0.6397602175 -0.77075969555 -0.693530975379444 -0.620102939675167 -0.807204184722222 -0.687267845716944 -0.700424155819917 -0.6703400676575 -0.749903580836111 -0.673315540129167 -0.723196841708333 -0.621007015435278 -0.716874937472222 -0.656403636745389 -0.695933497161556 -0.707382031470056 -0.718052636213889 -0.7790997730845 -0.792183288050556
"21" 22 0.271755617798271 -0.0178889508229712 -0.113524366313683 -0.573787175073775 -0.479684527337781 -0.626922229247839 0.653684346002882 -0.190855537305475 0.0949402287603746 -0.962597653025937 -0.959413595216138 -0.953867686224784 0.0772859143495677 0.00227306361236311 -0.00696655781458732 -0.568625782756657 -0.585697131386435 -0.726144943659942 -0.0351117600760807 -0.0829469591086455 0.0950141663855908 -0.687736715608069 -0.648944299453862 -0.604628300297983 -0.0976903824120749 -0.0375834086991354 -0.0555761417121037 -0.669455823614697 -0.718112510685879 -0.685126081944006 -0.520140078108934 -0.601309269440922 -0.520140078108934 -0.601309269440922 -0.595842224087032 -0.581829153707205 -0.564885588873199 -0.646213205164553 -0.695464285242075 -0.725198569187032 -0.58489122595562 -0.517455792037003 -0.657780502596398 -0.570387711539481 -0.494533763291066 -0.640972122135735 -0.599755845564265 -0.613578262624496 -0.710179674904899 -0.57569038887781 -0.583387261477176 -0.740782537604899 -0.618282804365994 -0.644289551060807 -0.583857592644957 -0.710732168242651 -0.656063683247839 -0.650092054520173 -0.579400363916426 -0.677315626089337 -0.577142245743516 -0.59283028542219 -0.659603258586167 -0.700524795001153 -0.72964726326513 -0.740123108164265
"22" 23 0.276309593484507 -0.0167616668287408 -0.109799935910423 -0.622915834299155 -0.474865199524789 -0.661372395295775 0.615881632169014 0.0378201331267606 0.1935633902 -0.965428672901408 -0.958237877295775 -0.953463164591549 0.077295084017493 0.00950949799519718 -0.00456037389449014 -0.671423280399718 -0.558272507851268 -0.7660723592 -0.0202933549659268 -0.0759386936205634 0.0820446872064507 -0.733198253738028 -0.736203328729577 -0.586373537495268 -0.103553924038592 -0.0375806214511268 -0.0512971748304225 -0.73824311618169 -0.81040470871831 -0.707722831192676 -0.56168719635893 -0.621223106025352 -0.56168719635893 -0.621223106025352 -0.653714452521127 -0.634306717233606 -0.621694473742817 -0.694833539612338 -0.774255398932394 -0.788281272301972 -0.659398126095493 -0.497941743351549 -0.691951057806761 -0.609908692095549 -0.497047763348169 -0.671758453780282 -0.690554969301208 -0.577657078183662 -0.75173789876338 -0.681195269328451 -0.568115166810062 -0.779093312876056 -0.680489256881972 -0.737665615126761 -0.593542508886761 -0.75089631036338 -0.737912331594366 -0.623906543284789 -0.609042469982254 -0.688665347581127 -0.637538613211549 -0.63374115198169 -0.724519649460845 -0.728036733084507 -0.797372467028169 -0.792521884753803
"23" 24 0.276086337039429 -0.0177692411212571 -0.109020593914571 -0.588666936706086 -0.5079634535718 -0.552011044694 0.707619747114286 -0.0127458402428571 0.105549424453629 -0.973883742685714 -0.966373451457143 -0.945167242788571 0.0824947903634 0.00953199822105714 -0.00562379468274 -0.613097978252571 -0.599256644372 -0.666987155701886 -0.0274658046477714 -0.0714773492042857 0.0835088241427143 -0.742181425255429 -0.626527823162857 -0.660914454735429 -0.0941790395517429 -0.0465562780825714 -0.0641779749826 -0.752314740228571 -0.666294084671429 -0.754280545914286 -0.523026941726571 -0.581258638073371 -0.523026941726571 -0.581258638073371 -0.606271163444857 -0.574281756866286 -0.596905029118543 -0.601904039990286 -0.699860194365714 -0.677532283591543 -0.613582495532286 -0.533130547692857 -0.58783432627 -0.580504074661429 -0.527099892394 -0.568520054490857 -0.63226659019 -0.617568070073714 -0.657019639430286 -0.628082413333571 -0.6072140635152 -0.676655665774114 -0.692426540788571 -0.637935154313429 -0.650957881989714 -0.759216182702857 -0.623474230661429 -0.696256900137143 -0.559357387734857 -0.660827718143143 -0.565133354633486 -0.589175921239714 -0.627959587184 -0.656343795162286 -0.692169853214857 -0.683294104257714
"24" 25 0.273512707517098 -0.0197875407786554 -0.110499321395078 -0.679264931643005 -0.582655521843446 -0.656187546717876 0.574721729248705 0.0365526934974093 0.0844074347097668 -0.969378628756477 -0.962108466398964 -0.951859157253886 0.0777526958927461 0.0163479472645368 -7.74981473575135e-06 -0.724024987699482 -0.688997990772021 -0.783227401580311 -0.0184555685594311 -0.0792074985184197 0.0712646171292746 -0.778506155196632 -0.756483584533679 -0.685866185109586 -0.0944506477683938 -0.0425727949020829 -0.0621031883796891 -0.772968018145078 -0.81106654380829 -0.79833214134715 -0.612617456441192 -0.689156210215078 -0.612617456441192 -0.689156210215078 -0.712631301675648 -0.718239362919974 -0.680881584250337 -0.736766608938601 -0.795026799792746 -0.818026322746114 -0.70139884526943 -0.611863078604922 -0.692735639282124 -0.671722870748705 -0.594509808038757 -0.663853820638005 -0.732236290360622 -0.698616739926943 -0.764397746580311 -0.740652723837047 -0.700674424632124 -0.800922145544041 -0.729087123507772 -0.756445459932642 -0.69542667022487 -0.795141423248705 -0.759027599248705 -0.712547559386788 -0.679253530604145 -0.743846951170466 -0.706449735957772 -0.736603988264249 -0.751415894412953 -0.77494520161399 -0.813788275310881 -0.838077277512953
"25" 26 0.271232493251232 -0.0171835865376355 -0.107394731996305 -0.678534114791872 -0.542121779990567 -0.596656895421182 0.667659077391626 0.028470933729064 0.0635436824876847 -0.964256289753695 -0.95752020129803 -0.94399158985468 0.0771999769812315 0.00569871370139163 -0.00584901848856404 -0.685714650724384 -0.678629144875123 -0.723969470049286 -0.0112943172975369 -0.085993405653202 0.0840679325817734 -0.738082500862069 -0.681892272061576 -0.68793977558867 -0.110004006625172 -0.0384007125255665 -0.0504017965420197 -0.757880724827586 -0.748434377052956 -0.792121916428571 -0.60481675845936 -0.62531838602266 -0.60481675845936 -0.62531838602266 -0.682221123266256 -0.649257298609113 -0.628222456447291 -0.666282335129557 -0.755449339599754 -0.750233614672414 -0.666836089425862 -0.583216173767241 -0.623992334214286 -0.684825171752217 -0.550972745358695 -0.615271628624138 -0.690867782037685 -0.687676018667488 -0.696672262023645 -0.709673705002217 -0.692270056945813 -0.750428406908128 -0.700358802374384 -0.679333957229557 -0.693173158836946 -0.752387020965517 -0.688405779252217 -0.715692314256158 -0.616035469775862 -0.690178759035468 -0.64562940420197 -0.656332695347291 -0.682095858789409 -0.717193765199507 -0.751980453261576 -0.766256790352217
"26" 27 0.2775214783025 -0.01758408284 -0.10840047551175 -0.67417697503925 -0.5900507121255 -0.6407579917325 0.693435298865 0.0472699228725 0.2075281806545 -0.96789991735 -0.96143861545 -0.937906100125 0.07607602120525 0.0099018805556875 -0.0083443574756 -0.74528097325 -0.698673501992 -0.7724554127275 -0.02261168029825 -0.085759695565 0.088737282935825 -0.74224276802 -0.74938978895 -0.74674752875 -0.10128117529375 -0.037129500148 -0.051577240005 -0.762539244806 -0.837236152025 -0.80346814145 -0.61799289296225 -0.66057989128925 -0.61799289296225 -0.66057989128925 -0.73126203164 -0.7072571130775 -0.6710839713925 -0.70717506156825 -0.813885515 -0.8258222597 -0.702763711975 -0.6197100012915 -0.68949704256825 -0.6647940597958 -0.60224864947025 -0.6472026843025 -0.756405232375 -0.7141766530825 -0.76227056354 -0.756751294775 -0.702385371115 -0.781512642775 -0.6986979372175 -0.77583843785 -0.73130777095 -0.75794659774 -0.74042362995 -0.775912905875 -0.6698617738908 -0.70920206761825 -0.7141989426525 -0.701250742958625 -0.750256496375 -0.7324176191425 -0.830661227425 -0.8322141143
"27" 28 0.278640658322751 -0.0181037232785315 -0.110740673755317 -0.65206975957672 -0.57536387188545 -0.692947480608466 0.673383458994709 0.0569350482634921 0.140758562387672 -0.967790758042328 -0.961799018640476 -0.946750167433862 0.0798483322468254 0.00118684220321958 -0.00861850288862963 -0.706552007521164 -0.66448104356045 -0.806221418518518 -0.0323208687724603 -0.0734536462066931 0.100094591630688 -0.745329458693122 -0.777656724391534 -0.676400758579365 -0.0995476096573466 -0.0411511127503439 -0.0608522652069048 -0.758468746640212 -0.865256524232804 -0.778839488068783 -0.615184225380952 -0.640965827518518 -0.615184225380952 -0.640965827518518 -0.70874010547619 -0.698377332275132 -0.661929590938889 -0.722714779232804 -0.822100417619048 -0.8325896 -0.675626108616402 -0.600449049145503 -0.730852766216931 -0.6444033293709 -0.590334661478307 -0.696962068227513 -0.716541436082011 -0.687629097113757 -0.79218413031746 -0.72278493010582 -0.662134075167989 -0.819002593571429 -0.700109257190476 -0.799202712777778 -0.689806433544974 -0.761136387404762 -0.76809422037037 -0.702289529973545 -0.641684588416667 -0.697606295706349 -0.690127603650794 -0.711267868055556 -0.759835004417989 -0.746981875828042 -0.836653970873016 -0.83894253521164
"28" 29 0.276689313310249 -0.016678367476169 -0.108841828668698 -0.619590198750693 -0.577052906577008 -0.662748878207756 0.657306226481994 0.0194341409058172 0.164057432561302 -0.971320889501385 -0.96289403867036 -0.951613679252078 0.0841411467582548 0.00645428152878116 -0.00339427806254848 -0.696898684183657 -0.664311640063161 -0.783702012520776 -0.0445401678628255 -0.0638459139926593 0.100796687999307 -0.75840554034072 -0.775941490692521 -0.663052150762881 -0.0973981903824931 -0.0427977949863158 -0.0560508211379501 -0.74335486479446 -0.833370317285319 -0.776190804626039 -0.582246350039058 -0.637132842927978 -0.582246350039058 -0.637132842927978 -0.694942735595568 -0.70019593281385 -0.665340470040166 -0.728648892363158 -0.801496219889197 -0.814866931717452 -0.65782282491108 -0.605218823846537 -0.703995567022161 -0.606700584506925 -0.590361703444321 -0.668377494432133 -0.716137762279501 -0.68854980847036 -0.770185939529086 -0.704107392298061 -0.660879632240997 -0.795688166925208 -0.706890949443213 -0.776581326731302 -0.682824769396122 -0.776068287490305 -0.777863793878116 -0.690049402 -0.648560328079224 -0.687806121161496 -0.700632900598338 -0.702094162073684 -0.762445331385042 -0.754078530975069 -0.818078489612188 -0.823769185096953
"29" 30 0.272127641607527 -0.0158643502942204 -0.10774037706129 -0.628338127336021 -0.622214205368038 -0.681714347728495 0.64401283766129 0.0744414352096774 0.198989749657527 -0.966701743198925 -0.963113517212366 -0.947266107822581 0.0795461461575269 0.0132273923631989 -0.00281201698070161 -0.670401892764785 -0.664610635359893 -0.795807525430108 -0.0532488749398925 -0.0607199146682796 0.0979860438107527 -0.790685781744624 -0.732878899537634 -0.703713350643817 -0.0923873641685215 -0.0453560167747312 -0.0566377432988656 -0.775577899704301 -0.826719846639785 -0.786064860080645 -0.60778653834086 -0.628095714704301 -0.60778653834086 -0.628095714704301 -0.695471181641129 -0.661554048070968 -0.672601809529032 -0.731546233852151 -0.803963883897849 -0.827626910554032 -0.637878469325134 -0.619393857691935 -0.709163262817204 -0.625641743989247 -0.648198828370699 -0.692660335870968 -0.674342381657258 -0.672115537289247 -0.770534841416667 -0.697064057534946 -0.68058922723629 -0.820374368145161 -0.74109751144086 -0.758212322411022 -0.703779135905914 -0.807677760357527 -0.72350641041371 -0.73226725002043 -0.626611440865054 -0.687234837977688 -0.647761716612634 -0.682086102926344 -0.759261296908602 -0.759941314045699 -0.829268084502688 -0.837973457803763
"30" 31 0.272590982376127 -0.0194237174797878 -0.10626833683183 -0.610180065719098 -0.527417734075066 -0.556690081102122 0.656674795835544 0.0466899201724138 0.160867747482149 -0.947598158275862 -0.899820696190981 -0.873286754161804 0.0838423872436074 0.0134306893975066 -0.0124162233277454 -0.657131937920424 -0.651534382132626 -0.794913352493369 -0.0240232188668435 -0.0731571239124377 0.100274129499178 -0.688665287440584 -0.581162726271088 -0.666566990153846 -0.0923206289472149 -0.0478919413256764 -0.0573781806067374 -0.72304036404244 -0.799669437055703 -0.762038717904509 -0.500326794435809 -0.545608572658886 -0.500326794435809 -0.545608572658886 -0.67785502062069 -0.661988837322812 -0.532404615831379 -0.618763816850663 -0.769555140122016 -0.801539399442971 -0.622193010369761 -0.557124120088859 -0.662672806612732 -0.606317852734483 -0.544154089544854 -0.542229865633687 -0.666495685363395 -0.664233377183289 -0.772015927976127 -0.678710903811671 -0.661814595663395 -0.816803530822281 -0.648088106524668 -0.667116123083846 -0.661229911181167 -0.704145205745358 -0.544213274377984 -0.700195636193634 -0.571537511180902 -0.605917418493634 -0.654930188564191 -0.673161148061008 -0.684418839907162 -0.645042151212202 -0.798716002068966 -0.819888810291777
"31" 32 0.277611691126393 -0.0190160785644282 -0.109830261509971 -0.699642230445748 -0.683184591058065 -0.669635542659589 0.590711766950147 0.0570589222492669 0.172967874443671 -0.966961715395894 -0.958228745131965 -0.93508722568915 0.0731478041671554 0.0081810420663607 -0.000540482847958945 -0.76376231479217 -0.77493660880088 -0.87084980085044 -0.0231778245325367 -0.0770380344894428 0.0962699114477419 -0.788952004838416 -0.72166767083783 -0.73235555613783 -0.0968189201733138 -0.039391702722434 -0.0521472611868035 -0.849685154234604 -0.899259440410557 -0.838766041407625 -0.659357032251554 -0.685239783260997 -0.659357032251554 -0.685239783260997 -0.790542353031672 -0.767632178785337 -0.680051389021114 -0.712502657172141 -0.873366723929619 -0.890863341378299 -0.720642461725161 -0.704343640853372 -0.75670439431085 -0.692441883005865 -0.695080887464809 -0.655212998939414 -0.768823677255132 -0.77907212066217 -0.855101357536657 -0.780049031172727 -0.786521808470968 -0.885539068768328 -0.773173260330205 -0.788224478328446 -0.736647332155425 -0.796633877402346 -0.690852636477126 -0.757142189249267 -0.705787873074487 -0.723336091389736 -0.760709589464428 -0.777735135071261 -0.788080741378299 -0.717489563078094 -0.891178545659824 -0.898125169208211
